"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Kudu","Browser","Woodland_Browser",190,1733.75,1172759740.16458,676429.554528959,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",699076.605788319,-22647.0512593597,-3.23956646122088,676430,-22647
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,912157360.919689,999624.505117467,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1053128.17960427,-53503.6744868059,-5.08045226810953,999625,-53504
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,504602447.149252,368659.322118175,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",400337.762748148,-31678.4406299731,-7.91292842636531,368659,-31678
"Red Lechwe","Grazer","Wetland_Grazer",80,730,148816966.147208,203858.857735901,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",229081.134381058,-25222.2766451568,-11.0101937085756,203859,-25222
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,148816966.147208,362415.747086046,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",407255.350010769,-44839.6029247234,-11.0101937085756,362416,-44840
"Roan","Grazer","General_Grazer",240,2190,504602447.149252,230412.076323859,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",250211.101717593,-19799.0253937332,-7.9129284263653,230412,-19799
"Sable","Grazer","General_Grazer",200,1825,504602447.149252,276494.491588631,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",300253.322061111,-23758.8304724798,-7.9129284263653,276494,-23759
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,637915968.115416,1839699.9801454,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1959524.84569756,-119824.865552166,-6.11499598054393,1839700,-119825
"Steenbok","Browser","Shrub_Browser",10,91.25,1378925191.73019,15111508.9504678,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",15590732.8362704,-479223.885802556,-3.07377395812778,15111509,-479224
"Vervet monkey","Omnivore","Omnivore",5,45.625,695855653.585112,15251630.7635093,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",15921847.4986357,-670216.735126397,-4.20941561702451,15251631,-670217
"Warthog","Grazer","General_Grazer",70,638.75,504602447.149252,789984.261681804,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",857866.634460317,-67882.3727785137,-7.91292842636529,789984,-67882
"Baboon","Omnivore","Omnivore",24,219,331475987.425664,1513588.98367883,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1561177.40686056,-47588.4231817299,-3.0482392950733,1513589,-47588
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,630558711.540425,69102.3245523753,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",70031.8492860938,-929.524733718456,-1.32728857397606,69102,-930
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,455707707.209603,998811.413062144,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1046230.4695093,-47419.0564471515,-4.53237196096879,998811,-47419
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,291097029.134344,145004.746766797,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",157569.9153034,-12565.1685366032,-7.97434492010045,145005,-12565
"Buffalo","Grazer","General_Grazer",500,4562.5,291097029.134344,63802.0885773905,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",69330.7627334959,-5528.67415610544,-7.97434492010046,63802,-5529
"Burchell's zebra","Grazer","General_Grazer",320,2920,291097029.134344,99690.7634021726,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",108329.316771087,-8638.55336891474,-7.97434492010046,99691,-8639
"Bushpig","Omnivore","Omnivore",60,547.5,331475987.425664,605435.593471532,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",624470.962744223,-19035.3692726919,-3.04823929507329,605436,-19035
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,630558711.540425,13820464.9104751,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",14006369.8572188,-185904.946743693,-1.32728857397607,13820465,-185905
"Duiker","Browser","Woodland_Browser",17.5,159.6875,519136813.549012,3250954.60539498,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",3295598.91632565,-44644.3109306628,-1.35466457127125,3250955,-44644
"Eland","Mixed","Mixed_Open",500,4562.5,455707707.209603,99881.1413062144,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",104623.04695093,-4741.90564471515,-4.5323719609688,99881,-4742
"Elephant","Mixed","Large_Mixed",3500,31937.5,505213868.212858,15818.8295330836,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",16318.2543234767,-499.424790393135,-3.06052829238372,15819,-499
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,484865824.198615,253028.479686165,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",263420.728641587,-10392.2489554218,-3.94511434578923,253028,-10392
"Giraffe","Browser","Woodland_Browser",850,7756.25,519136813.549012,66931.4183463673,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",67850.5659243516,-919.147577984229,-1.35466457127124,66931,-919
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,379454686.367819,148514.554351397,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",156909.927115636,-8395.37276423923,-5.35044080292778,148515,-8395
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,88223491.599272,6905.94846178254,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",7787.49998578055,-881.551523998007,-11.320083795925,6906,-882
"Impala","Mixed","Mixed_Open",50,456.25,455707707.209603,998811.413062144,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1046230.4695093,-47419.0564471515,-4.53237196096879,998811,-47419
"Klipspringer","Browser","Rocky_Browser",11,100.375,518267558.998958,5163313.16561851,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",5220569.59114109,-57256.4255225733,-1.0967467155257,5163313,-57256
"Kudu","Browser","Woodland_Browser",190,1733.75,519136813.549012,299430.029444275,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",303542.005451046,-4111.97600677155,-1.35466457127124,299430,-4112
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,455707707.209603,499405.706531072,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",523115.234754648,-23709.5282235757,-4.53237196096879,499406,-23710
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,291097029.134344,212673.628591302,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",231102.542444986,-18428.9138536848,-7.97434492010045,212674,-18429
"Red Lechwe","Grazer","Wetland_Grazer",80,730,88223491.599272,120854.098081194,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",136281.24975116,-15427.1516699651,-11.320083795925,120854,-15427
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,88223491.599272,214851.729922123,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",242277.777335395,-27426.0474132713,-11.320083795925,214852,-27426
"Roan","Grazer","General_Grazer",240,2190,291097029.134344,132921.017869563,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",144439.089028116,-11518.071158553,-7.97434492010046,132921,-11518
"Sable","Grazer","General_Grazer",200,1825,291097029.134344,159505.221443476,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",173326.90683374,-13821.6853902636,-7.97434492010046,159505,-13822
